date,sector,domestic_mean,domestic_std,domestic_count,global_mean,global_std,global_count
2026-02-05,defensive,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-05,domestic_core,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-05,global_macro,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-05,tech_future,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-05,emerging_asia,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-05,sovereign_debt,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-05,real_assets,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-06,rate_cash,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-06,defensive,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-06,domestic_core,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-06,global_macro,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-06,tech_future,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-06,emerging_asia,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-06,sovereign_debt,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-06,real_assets,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-09,rate_cash,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-09,defensive,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-09,domestic_core,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-09,global_macro,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-09,tech_future,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-09,emerging_asia,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-09,sovereign_debt,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-09,real_assets,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-10,rate_cash,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-10,defensive,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-10,domestic_core,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-10,global_macro,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-10,tech_future,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-10,emerging_asia,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-10,sovereign_debt,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-10,real_assets,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-11,rate_cash,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-11,defensive,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-11,domestic_core,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-11,global_macro,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-11,tech_future,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-11,emerging_asia,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-11,sovereign_debt,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-11,real_assets,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-12,rate_cash,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-12,defensive,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-12,domestic_core,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-12,global_macro,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-12,tech_future,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-12,emerging_asia,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-12,sovereign_debt,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-12,real_assets,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-13,rate_cash,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-13,defensive,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-13,domestic_core,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-13,global_macro,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-13,tech_future,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-13,emerging_asia,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-13,sovereign_debt,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-13,real_assets,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-16,rate_cash,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-16,defensive,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-16,domestic_core,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-16,global_macro,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-16,tech_future,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-16,emerging_asia,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-16,sovereign_debt,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-16,real_assets,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-17,rate_cash,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-17,defensive,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-17,domestic_core,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-17,global_macro,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-17,tech_future,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-17,emerging_asia,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-17,sovereign_debt,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-17,real_assets,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-18,rate_cash,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-18,defensive,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-18,domestic_core,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-18,global_macro,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-18,tech_future,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-18,emerging_asia,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-18,sovereign_debt,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-18,real_assets,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-19,rate_cash,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-19,defensive,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-19,domestic_core,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-19,global_macro,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-19,tech_future,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-19,emerging_asia,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-19,sovereign_debt,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-19,real_assets,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-20,rate_cash,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-20,defensive,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-20,domestic_core,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-20,global_macro,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-20,tech_future,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-20,emerging_asia,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-20,sovereign_debt,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-20,real_assets,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-23,rate_cash,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-23,defensive,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-23,domestic_core,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-23,global_macro,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-23,tech_future,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-23,emerging_asia,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-23,sovereign_debt,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-23,real_assets,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-24,rate_cash,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-24,defensive,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-24,domestic_core,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-24,global_macro,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-24,tech_future,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-24,emerging_asia,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-24,sovereign_debt,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-24,real_assets,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-25,rate_cash,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-25,defensive,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-25,domestic_core,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-25,global_macro,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-25,tech_future,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-25,emerging_asia,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-25,sovereign_debt,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-25,real_assets,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-26,rate_cash,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-26,defensive,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-26,domestic_core,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-26,global_macro,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-26,tech_future,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-26,emerging_asia,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-26,sovereign_debt,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-26,real_assets,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-27,rate_cash,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-27,defensive,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-27,domestic_core,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-27,global_macro,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-27,tech_future,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-27,emerging_asia,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-27,sovereign_debt,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-27,real_assets,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-02,rate_cash,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-02,defensive,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-02,domestic_core,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-02,global_macro,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-02,tech_future,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-02,emerging_asia,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-02,sovereign_debt,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-02,real_assets,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-03,rate_cash,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-03,defensive,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-03,domestic_core,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-03,global_macro,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-03,tech_future,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-03,emerging_asia,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-03,sovereign_debt,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-03,real_assets,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-04,rate_cash,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-04,defensive,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-04,domestic_core,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-04,global_macro,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-04,tech_future,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-04,emerging_asia,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-04,sovereign_debt,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-04,real_assets,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-05,rate_cash,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-05,defensive,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-05,domestic_core,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-05,global_macro,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-05,tech_future,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-05,emerging_asia,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-05,sovereign_debt,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-05,real_assets,0.0,0.0,0.0,0.0,0.0,0.0
