ticker,name,sector,asset_class,sub_asset,sector_type,signal_return,signal_sharpe,weight
182480,TIGER 미국MSCI리츠(합성H),defensive,위험자산,해외주식_섹터,defensive,0.005005017,0.107000954,1.0
