date,usd_krw,us_10y,vix_close,kr_10y,rate_spread
2019-02-07,1121.6300048828125,2.6519999504089355,16.3700008392334,1.995,-0.6569999504089354
2019-02-08,1123.75,2.631999969482422,15.720000267028809,1.965,-0.6669999694824218
2019-02-11,1122.8800048828125,2.6610000133514404,15.970000267028809,1.943,-0.7180000133514404
2019-02-12,1125.02001953125,2.684000015258789,15.43000030517578,1.978,-0.7060000152587891
2019-02-13,1120.300048828125,2.7079999446868896,15.649999618530272,1.987,-0.7209999446868895
2019-02-14,1123.719970703125,2.657000064849853,16.219999313354492,1.99,-0.6670000648498535
2019-02-15,1128.300048828125,2.6659998893737797,14.90999984741211,1.962,-0.7039998893737793
2019-02-18,1125.31005859375,2.6659998893737797,14.90999984741211,1.997,-0.6689998893737792
2019-02-19,1124.280029296875,2.6470000743865967,14.880000114440918,1.996,-0.6510000743865967
2019-02-20,1121.4200439453125,2.6540000438690186,14.020000457763672,1.992,-0.6620000438690186
2019-02-21,1121.719970703125,2.687999963760376,14.460000038146973,2.01,-0.6779999637603762
2019-02-22,1124.1500244140625,2.6549999713897705,13.510000228881836,2.008,-0.6469999713897705
2019-02-25,1122.31005859375,2.6730000972747803,14.850000381469728,2.012,-0.6610000972747803
2019-02-26,1117.199951171875,2.635999917984009,15.170000076293944,2.003,-0.6329999179840087
2019-02-27,1114.300048828125,2.693000078201294,14.699999809265137,1.985,-0.7080000782012938
2019-02-28,1115.0999755859375,2.7109999656677246,14.779999732971191,1.987,-0.7239999656677245
2019-03-01,1124.219970703125,2.755000114440918,13.56999969482422,1.987,-0.7680001144409179
2019-03-04,1126.81005859375,2.7219998836517334,14.630000114440918,2.027,-0.6949998836517333
2019-03-05,1128.1500244140625,2.7219998836517334,14.739999771118164,2.029,-0.6929998836517335
2019-03-06,1126.199951171875,2.691999912261963,15.739999771118164,2.021,-0.670999912261963
2019-03-07,1127.0,2.635999917984009,16.59000015258789,2.005,-0.6309999179840089
2019-03-08,1133.0699462890625,2.625,16.049999237060547,1.973,-0.6519999999999999
2019-03-11,1134.06005859375,2.6429998874664307,14.329999923706056,1.986,-0.6569998874664307
2019-03-12,1130.77001953125,2.6050000190734863,13.770000457763672,1.991,-0.6140000190734862
2019-03-13,1127.27001953125,2.611000061035156,13.40999984741211,1.966,-0.6450000610351563
2019-03-14,1129.5899658203125,2.630000114440918,13.5,1.978,-0.652000114440918
2019-03-15,1135.4200439453125,2.5929999351501465,12.880000114440918,1.989,-0.6039999351501464
2019-03-18,1132.72998046875,2.601999998092652,13.100000381469728,1.994,-0.6079999980926514
2019-03-19,1131.199951171875,2.614000082015991,13.5600004196167,1.979,-0.6350000820159911
2019-03-20,1129.719970703125,2.5350000858306885,13.90999984741211,1.981,-0.5540000858306884
2019-03-21,1125.0,2.5369999408721924,13.630000114440918,1.932,-0.6049999408721924
2019-03-22,1127.77001953125,2.4549999237060547,16.479999542236328,1.934,-0.5209999237060547
2019-03-25,1135.1400146484375,2.4200000762939453,16.329999923706055,1.888,-0.5320000762939454
2019-03-26,1133.8499755859375,2.4140000343322754,14.68000030517578,1.905,-0.5090000343322754
2019-03-27,1133.9300537109375,2.374000072479248,15.149999618530272,1.845,-0.5290000724792481
2019-03-28,1138.5,2.388999938964844,14.43000030517578,1.81,-0.5789999389648437
2019-03-29,1134.3199462890625,2.4140000343322754,13.710000038146973,1.833,-0.5810000343322754
2019-04-01,1136.699951171875,2.496999979019165,13.399999618530272,1.866,-0.6309999790191649
2019-04-02,1132.6700439453125,2.4809999465942383,13.359999656677246,1.856,-0.6249999465942382
2019-04-03,1136.3900146484375,2.5169999599456787,13.739999771118164,1.889,-0.6279999599456787
2019-04-04,1133.530029296875,2.51200008392334,13.579999923706056,1.877,-0.6350000839233398
2019-04-05,1134.300048828125,2.500999927520752,12.81999969482422,1.893,-0.6079999275207519
2019-04-08,1136.68994140625,2.5190000534057617,13.18000030517578,1.868,-0.6510000534057616
2019-04-09,1141.1099853515625,2.499000072479248,14.279999732971191,1.872,-0.6270000724792479
2019-04-10,1140.0999755859375,2.476999998092652,13.300000190734863,1.871,-0.6059999980926514
2019-04-11,1135.9000244140625,2.503999948501587,13.020000457763672,1.867,-0.6369999485015869
2019-04-12,1140.989990234375,2.559999942779541,12.010000228881836,1.881,-0.678999942779541
2019-04-15,1133.4300537109375,2.552999973297119,12.31999969482422,1.926,-0.6269999732971192
2019-04-16,1133.199951171875,2.5920000076293945,12.18000030517578,1.932,-0.6600000076293946
2019-04-17,1135.699951171875,2.5920000076293945,12.600000381469728,1.947,-0.6450000076293945
2019-04-18,1130.199951171875,2.559999942779541,12.09000015258789,1.893,-0.666999942779541
2019-04-19,1136.1099853515625,2.559999942779541,12.09000015258789,1.899,-0.660999942779541
2019-04-22,1134.5,2.5899999141693115,12.420000076293944,1.929,-0.6609999141693115
2019-04-23,1140.0400390625,2.569999933242798,12.279999732971191,1.923,-0.6469999332427978
2019-04-24,1142.0,2.5220000743865967,13.140000343322754,1.912,-0.6100000743865968
2019-04-25,1155.260009765625,2.5339999198913574,13.25,1.879,-0.6549999198913574
2019-04-26,1159.0,2.505000114440918,12.729999542236328,1.876,-0.6290001144409181
2019-04-29,1157.72998046875,2.5360000133514404,13.109999656677246,1.864,-0.6720000133514403
2019-04-30,1158.7900390625,2.509000062942505,13.119999885559082,1.845,-0.6640000629425049
2019-05-01,1163.260009765625,2.510999917984009,14.800000190734863,1.845,-0.6659999179840088
2019-05-02,1164.6700439453125,2.552000045776367,14.420000076293944,1.885,-0.6670000457763672
2019-05-03,1166.1099853515625,2.5309998989105225,12.869999885559082,1.9,-0.6309998989105225
2019-05-06,1163.3299560546875,2.5,15.4399995803833,1.9,-0.6000000000000001
2019-05-07,1168.050048828125,2.447999954223633,19.31999969482422,1.885,-0.5629999542236328
2019-05-08,1171.300048828125,2.4820001125335693,19.399999618530277,1.878,-0.6040001125335694
2019-05-09,1172.18994140625,2.4570000171661377,19.100000381469727,1.861,-0.5960000171661377
2019-05-10,1179.18994140625,2.4549999237060547,16.040000915527344,1.873,-0.5819999237060547
2019-05-13,1174.4200439453125,2.4049999713897705,20.549999237060547,1.874,-0.5309999713897704
2019-05-14,1187.1800537109375,2.4189999103546143,18.059999465942383,1.868,-0.5509999103546142
2019-05-15,1186.9300537109375,2.378999948501587,16.440000534057617,1.865,-0.5139999485015869
2019-05-16,1186.0400390625,2.4049999713897705,15.289999961853027,1.82,-0.5849999713897704
2019-05-17,1190.489990234375,2.3929998874664307,15.960000038146973,1.822,-0.5709998874664306
2019-05-20,1193.8299560546875,2.4159998893737797,16.309999465942383,1.847,-0.5689998893737793
2019-05-21,1193.3299560546875,2.4260001182556152,14.949999809265137,1.83,-0.5960001182556152
2019-05-22,1193.3299560546875,2.3929998874664307,14.75,1.828,-0.5649998874664306
2019-05-23,1188.800048828125,2.2960000038146973,16.920000076293945,1.808,-0.4880000038146972
2019-05-24,1188.800048828125,2.3239998817443848,15.850000381469728,1.792,-0.5319998817443847
2019-05-27,1185.0,2.3239998817443848,15.850000381469728,1.797,-0.5269998817443848
2019-05-28,1182.31005859375,2.2679998874664307,17.5,1.793,-0.4749998874664307
2019-05-29,1187.5799560546875,2.236000061035156,17.899999618530273,1.741,-0.4950000610351561
2019-05-30,1192.2099609375,2.226999998092652,17.299999237060547,1.741,-0.4859999980926512
2019-05-31,1188.3800048828125,2.1419999599456787,18.709999084472656,1.682,-0.4599999599456787
2019-06-03,1187.8699951171875,2.0810000896453857,18.86000061035156,1.691,-0.3900000896453857
2019-06-04,1178.3499755859375,2.11899995803833,16.969999313354492,1.684,-0.4349999580383301
2019-06-05,1176.050048828125,2.122999906539917,16.09000015258789,1.654,-0.4689999065399171
2019-06-06,1178.739990234375,2.124000072479248,15.93000030517578,1.654,-0.4700000724792481
2019-06-07,1177.0,2.0840001106262207,16.299999237060547,1.656,-0.4280001106262208
2019-06-10,1180.760009765625,2.1429998874664307,15.9399995803833,1.661,-0.4819998874664306
2019-06-11,1182.0999755859375,2.140000104904175,15.989999771118164,1.68,-0.4600001049041748
2019-06-12,1177.97998046875,2.127000093460083,15.90999984741211,1.6,-0.5270000934600829
2019-06-13,1183.4300537109375,2.0910000801086426,15.81999969482422,1.613,-0.4780000801086426
2019-06-14,1181.0799560546875,2.0929999351501465,15.279999732971191,1.591,-0.5019999351501465
2019-06-17,1185.8900146484375,2.0859999656677246,15.350000381469728,1.621,-0.4649999656677246
2019-06-18,1185.3499755859375,2.059999942779541,15.149999618530272,1.614,-0.4459999427795409
2019-06-19,1173.5799560546875,2.0290000438690186,14.329999923706056,1.601,-0.4280000438690186
2019-06-20,1170.300048828125,2.000999927520752,14.75,1.545,-0.455999927520752
2019-06-21,1157.2099609375,2.068000078201294,15.399999618530272,1.569,-0.499000078201294
2019-06-24,1158.31005859375,2.0209999084472656,15.260000228881836,1.563,-0.4579999084472657
2019-06-25,1152.469970703125,1.99399995803833,16.280000686645508,1.584,-0.40999995803833
2019-06-26,1155.7099609375,2.049000024795532,16.209999084472656,1.605,-0.4440000247955322
2019-06-27,1152.5,2.005000114440918,15.81999969482422,1.616,-0.3890001144409178
2019-06-28,1155.510009765625,2.0,15.079999923706056,1.596,-0.4039999999999999
2019-07-01,1155.5999755859375,2.0339999198913574,14.0600004196167,1.608,-0.4259999198913573
2019-07-02,1159.75,1.9759999513626096,12.93000030517578,1.586,-0.3899999513626098
2019-07-03,1165.5799560546875,1.9529999494552608,12.56999969482422,1.534,-0.4189999494552612
2019-07-04,1168.8699951171875,1.9529999494552608,12.56999969482422,1.523,-0.4299999494552613
2019-07-05,1167.1300048828125,2.0480000972747803,13.279999732971191,1.533,-0.5150000972747804
2019-07-08,1174.02001953125,2.0339999198913574,13.960000038146973,1.53,-0.5039999198913574
2019-07-09,1179.8499755859375,2.053999900817871,14.09000015258789,1.538,-0.5159999008178711
2019-07-10,1181.47998046875,2.061000108718872,13.029999732971191,1.562,-0.499000108718872
2019-07-11,1175.530029296875,2.119999885559082,12.93000030517578,1.547,-0.5729998855590821
2019-07-12,1174.0799560546875,2.1059999465942383,12.390000343322754,1.569,-0.5369999465942383
2019-07-15,1176.4100341796875,2.0920000076293945,12.68000030517578,1.582,-0.5100000076293945
2019-07-16,1178.4300537109375,2.121999979019165,12.859999656677246,1.573,-0.5489999790191651
2019-07-17,1177.8800048828125,2.061000108718872,13.970000267028809,1.546,-0.515000108718872
2019-07-18,1178.68994140625,2.0380001068115234,13.529999732971191,1.472,-0.5660001068115235
2019-07-19,1170.77001953125,2.0480000972747803,14.449999809265137,1.456,-0.5920000972747803
2019-07-22,1175.1099853515625,2.0429999828338623,13.529999732971191,1.465,-0.5779999828338622
2019-07-23,1174.760009765625,2.0739998817443848,12.609999656677246,1.472,-0.6019998817443848
2019-07-24,1176.800048828125,2.049999952316284,12.06999969482422,1.465,-0.5849999523162841
2019-07-25,1176.550048828125,2.0739998817443848,12.739999771118164,1.431,-0.6429998817443847
2019-07-26,1182.3900146484375,2.0810000896453857,12.15999984741211,1.426,-0.6550000896453858
2019-07-29,1183.3499755859375,2.055000066757202,12.829999923706056,1.412,-0.6430000667572022
2019-07-30,1181.8499755859375,2.061000108718872,13.9399995803833,1.409,-0.652000108718872
2019-07-31,1180.6500244140625,2.0209999084472656,16.1200008392334,1.39,-0.6309999084472657
2019-08-01,1186.31005859375,1.8940000534057615,17.8700008392334,1.41,-0.4840000534057618
2019-08-02,1194.75,1.8550000190734863,17.610000610351562,1.349,-0.5060000190734864
2019-08-05,1203.93994140625,1.7350000143051147,24.59000015258789,1.253,-0.4820000143051148
2019-08-06,1216.6500244140625,1.7389999628067017,20.170000076293945,1.256,-0.4829999628067016
2019-08-07,1212.530029296875,1.684000015258789,19.489999771118164,1.251,-0.4330000152587892
2019-08-08,1212.22998046875,1.715999960899353,16.90999984741211,1.27,-0.445999960899353
2019-08-09,1207.030029296875,1.7339999675750732,17.969999313354492,1.286,-0.4479999675750732
2019-08-12,1213.199951171875,1.6390000581741333,21.09000015258789,1.285,-0.3540000581741334
2019-08-13,1217.6300048828125,1.6799999475479126,17.520000457763672,1.229,-0.4509999475479125
2019-08-14,1204.72998046875,1.5809999704360962,22.100000381469727,1.231,-0.3499999704360961
2019-08-15,1215.6400146484375,1.5290000438690186,21.18000030517578,1.231,-0.2980000438690184
2019-08-16,1211.5,1.5390000343322754,18.46999931335449,1.172,-0.3670000343322754
2019-08-19,1207.489990234375,1.5980000495910645,16.8799991607666,1.184,-0.4140000495910645
2019-08-20,1210.530029296875,1.5609999895095823,17.5,1.198,-0.3629999895095825
2019-08-21,1205.280029296875,1.5770000219345093,15.800000190734863,1.277,-0.3000000219345093
2019-08-22,1201.3199462890625,1.6100000143051147,16.68000030517578,1.229,-0.3810000143051146
2019-08-23,1208.56005859375,1.527999997138977,19.8700008392334,1.261,-0.2669999971389771
2019-08-26,1212.6500244140625,1.5449999570846558,19.31999969482422,1.191,-0.3539999570846557
2019-08-27,1210.72998046875,1.4900000095367432,20.309999465942383,1.238,-0.2520000095367432
2019-08-28,1210.760009765625,1.465999960899353,19.350000381469727,1.244,-0.221999960899353
2019-08-29,1211.3699951171875,1.5160000324249268,17.8799991607666,1.248,-0.2680000324249267
2019-08-30,1207.1600341796875,1.50600004196167,18.979999542236328,1.276,-0.2300000419616699
2019-09-02,1209.1500244140625,1.50600004196167,18.979999542236328,1.344,-0.1620000419616698
2019-09-03,1212.77001953125,1.465999960899353,19.65999984741211,1.331,-0.134999960899353
2019-09-04,1210.47998046875,1.4589999914169312,17.329999923706055,1.344,-0.114999991416931
2019-09-05,1202.68994140625,1.565000057220459,16.270000457763672,1.367,-0.198000057220459
2019-09-06,1196.0,1.5499999523162842,15.0,1.381,-0.1689999523162841
2019-09-09,1191.6199951171875,1.621999979019165,15.270000457763672,1.353,-0.268999979019165
2019-09-10,1190.8599853515625,1.7020000219345093,15.199999809265137,1.37,-0.3320000219345091
2019-09-11,1189.5,1.7330000400543213,14.609999656677246,1.397,-0.3360000400543212
2019-09-12,1189.800048828125,1.7910000085830688,14.220000267028809,1.397,-0.3940000085830688
2019-09-13,1180.75,1.902999997138977,13.739999771118164,1.397,-0.505999997138977
2019-09-16,1178.719970703125,1.840999960899353,14.670000076293944,1.536,-0.304999960899353
2019-09-17,1183.2900390625,1.812000036239624,14.4399995803833,1.5,-0.312000036239624
2019-09-18,1185.6500244140625,1.7860000133514404,13.949999809265137,1.468,-0.3180000133514404
2019-09-19,1189.550048828125,1.77400004863739,14.050000190734863,1.463,-0.31100004863739
2019-09-20,1193.8599853515625,1.7549999952316284,15.31999969482422,1.455,-0.2999999952316283
2019-09-23,1193.1300048828125,1.7079999446868896,14.90999984741211,1.462,-0.2459999446868896
2019-09-24,1193.010009765625,1.6349999904632568,17.049999237060547,1.454,-0.1809999904632568
2019-09-25,1193.93994140625,1.7319999933242798,15.960000038146973,1.424,-0.3079999933242798
2019-09-26,1197.8900146484375,1.684999942779541,16.06999969482422,1.433,-0.2519999427795409
2019-09-27,1198.6300048828125,1.6749999523162842,17.219999313354492,1.438,-0.2369999523162842
2019-09-30,1201.9100341796875,1.6749999523162842,16.239999771118164,1.456,-0.2189999523162842
2019-10-01,1198.0,1.6440000534057615,18.559999465942383,1.498,-0.1460000534057617
2019-10-02,1201.68994140625,1.5959999561309814,20.559999465942383,1.497,-0.0989999561309813
2019-10-03,1203.5699462890625,1.5360000133514404,19.1200008392334,1.497,-0.0390000133514403
2019-10-04,1200.0799560546875,1.5149999856948853,17.040000915527344,1.373,-0.1419999856948852
2019-10-07,1191.3299560546875,1.5529999732971191,17.860000610351562,1.386,-0.1669999732971192
2019-10-08,1195.760009765625,1.5369999408721924,20.280000686645508,1.429,-0.1079999408721923
2019-10-09,1198.3699951171875,1.5889999866485596,18.63999938964844,1.429,-0.1599999866485595
2019-10-10,1196.780029296875,1.6579999923706057,17.56999969482422,1.459,-0.1989999923706054
2019-10-11,1188.81005859375,1.7519999742507937,15.579999923706056,1.488,-0.2639999742507934
2019-10-14,1182.489990234375,1.7330000400543213,14.56999969482422,1.488,-0.2450000400543213
2019-10-15,1182.300048828125,1.7710000276565552,13.539999961853027,1.499,-0.272000027656555
2019-10-16,1183.9300537109375,1.7480000257492063,13.68000030517578,1.53,-0.2180000257492065
2019-10-17,1184.8299560546875,1.756999969482422,13.789999961853027,1.578,-0.1789999694824218
2019-10-18,1177.27001953125,1.746999979019165,14.25,1.587,-0.159999979019165
2019-10-21,1178.0799560546875,1.7920000553131104,14.0,1.66,-0.1320000553131104
2019-10-22,1171.4000244140625,1.7680000066757202,14.460000038146973,1.655,-0.1130000066757201
2019-10-23,1171.260009765625,1.758999943733215,14.010000228881836,1.654,-0.1049999437332154
2019-10-24,1169.699951171875,1.7660000324249268,13.710000038146973,1.641,-0.1250000324249267
2019-10-25,1174.25,1.8009999990463257,12.649999618530272,1.677,-0.1239999990463256
2019-10-28,1170.8199462890625,1.8530000448226929,13.109999656677246,1.765,-0.0880000448226929
2019-10-29,1166.760009765625,1.8350000381469729,13.199999809265137,1.777,-0.0580000381469727
2019-10-30,1165.75,1.7979999780654907,12.329999923706056,1.753,-0.0449999780654908
2019-10-31,1163.699951171875,1.690999984741211,13.220000267028809,1.728,0.037000015258789
2019-11-01,1168.550048828125,1.7280000448226929,12.300000190734863,1.732,0.0039999551773071
2019-11-04,1163.800048828125,1.7860000133514404,12.829999923706056,1.827,0.0409999866485595
2019-11-05,1161.81005859375,1.866000056266785,13.100000381469728,1.817,-0.0490000562667847
2019-11-06,1155.199951171875,1.8140000104904173,12.619999885559082,1.82,0.0059999895095825
2019-11-07,1160.0799560546875,1.9259999990463257,12.729999542236328,1.822,-0.1039999990463256
2019-11-08,1158.5999755859375,1.932999968528748,12.06999969482422,1.803,-0.1299999685287476
2019-11-11,1158.5999755859375,1.9429999589920044,12.6899995803833,1.788,-0.1549999589920043
2019-11-12,1163.9000244140625,1.909000039100647,12.68000030517578,1.842,-0.0670000391006468
2019-11-13,1164.949951171875,1.870000004768372,13.0,1.787,-0.0830000047683716
2019-11-14,1169.8599853515625,1.815000057220459,13.050000190734863,1.785,-0.030000057220459
2019-11-15,1167.52001953125,1.8339999914169312,12.050000190734863,1.79,-0.0439999914169311
2019-11-18,1162.3299560546875,1.807999968528748,12.460000038146973,1.781,-0.0269999685287476
2019-11-19,1165.68994140625,1.7860000133514404,12.859999656677246,1.734,-0.0520000133514404
2019-11-20,1165.8199462890625,1.7380000352859497,12.779999732971191,1.671,-0.0670000352859496
2019-11-21,1168.260009765625,1.7719999551773071,13.130000114440918,1.672,-0.0999999551773072
2019-11-22,1175.22998046875,1.77400004863739,12.34000015258789,1.687,-0.08700004863739
2019-11-25,1179.489990234375,1.7640000581741333,11.869999885559082,1.725,-0.0390000581741332
2019-11-26,1172.4100341796875,1.7400000095367432,11.539999961853027,1.707,-0.033000009536743
2019-11-27,1172.5999755859375,1.7669999599456787,11.75,1.671,-0.0959999599456786
2019-11-28,1175.3599853515625,1.7669999599456787,11.75,1.667,-0.0999999599456786
2019-11-29,1177.010009765625,1.7760000228881836,12.619999885559082,1.63,-0.1460000228881837
2019-12-02,1181.469970703125,1.8359999656677248,14.90999984741211,1.688,-0.1479999656677246
2019-12-03,1183.7900390625,1.7089999914169312,15.960000038146973,1.736,0.0270000085830688
2019-12-04,1187.6300048828125,1.781000018119812,14.800000190734863,1.657,-0.1240000181198119
2019-12-05,1189.4599609375,1.7970000505447388,14.520000457763672,1.661,-0.1360000505447387
2019-12-06,1187.97998046875,1.8420000076293943,13.619999885559082,1.68,-0.1620000076293946
2019-12-09,1186.1099853515625,1.8289999961853027,15.859999656677246,1.664,-0.1649999961853028
2019-12-10,1188.6800537109375,1.8329999446868896,15.68000030517578,1.616,-0.2169999446868895
2019-12-11,1189.0699462890625,1.7899999618530271,14.989999771118164,1.621,-0.1689999618530273
2019-12-12,1187.9300537109375,1.8969999551773071,13.9399995803833,1.619,-0.2779999551773071
2019-12-13,1169.5899658203125,1.819000005722046,12.630000114440918,1.649,-0.1700000057220458
2019-12-16,1172.530029296875,1.8919999599456787,12.140000343322754,1.612,-0.2799999599456786
2019-12-17,1167.4599609375,1.8890000581741333,12.289999961853027,1.605,-0.2840000581741333
2019-12-18,1162.780029296875,1.924000024795532,12.579999923706056,1.606,-0.3180000247955321
2019-12-19,1164.3599853515625,1.9079999923706052,12.5,1.655,-0.2529999923706054
2019-12-20,1161.06005859375,1.9170000553131104,12.510000228881836,1.673,-0.2440000553131103
2019-12-23,1159.300048828125,1.934999942779541,12.609999656677246,1.642,-0.2929999427795411
2019-12-24,1161.5699462890625,1.909999966621399,12.670000076293944,1.631,-0.2789999666213989
2019-12-25,1162.22998046875,1.909999966621399,12.670000076293944,1.631,-0.2789999666213989
2019-12-26,1159.75,1.9049999713897705,12.649999618530272,1.641,-0.2639999713897705
2019-12-27,1161.199951171875,1.8739999532699585,13.43000030517578,1.683,-0.1909999532699584
2019-12-30,1160.6800537109375,1.8949999809265137,14.81999969482422,1.683,-0.2119999809265136
2019-12-31,1156.3499755859375,1.919000029563904,13.779999732971191,1.683,-0.2360000295639037
2020-01-01,1153.75,1.919000029563904,13.779999732971191,1.683,-0.2360000295639037
2020-01-02,1153.969970703125,1.8819999694824217,12.470000267028809,1.638,-0.2439999694824219
2020-01-03,1157.1500244140625,1.787999987602234,14.020000457763672,1.555,-0.2329999876022339
2020-01-06,1165.8499755859375,1.8109999895095823,13.850000381469728,1.541,-0.2699999895095826
2020-01-07,1167.4200439453125,1.8270000219345093,13.789999961853027,1.613,-0.2140000219345093
2020-01-08,1166.4599609375,1.8739999532699585,13.449999809265137,1.63,-0.2439999532699586
2020-01-09,1161.260009765625,1.8580000400543213,12.539999961853027,1.687,-0.1710000400543212
2020-01-10,1157.81005859375,1.825000047683716,12.5600004196167,1.706,-0.1190000476837158
2020-01-13,1156.9300537109375,1.8480000495910645,12.31999969482422,1.729,-0.1190000495910643
2020-01-14,1153.93994140625,1.8179999589920044,12.390000343322754,1.716,-0.1019999589920044
2020-01-15,1157.050048828125,1.787999987602234,12.420000076293944,1.695,-0.0929999876022338
2020-01-16,1156.780029296875,1.809000015258789,12.31999969482422,1.701,-0.108000015258789
2020-01-17,1158.77001953125,1.8359999656677248,12.100000381469728,1.741,-0.0949999656677245
2020-01-20,1160.3599853515625,1.8359999656677248,12.100000381469728,1.762,-0.0739999656677246
2020-01-21,1157.5699462890625,1.7690000534057615,12.850000381469728,1.689,-0.0800000534057616
2020-01-22,1168.739990234375,1.7690000534057615,12.90999984741211,1.723,-0.0460000534057616
2020-01-23,1163.72998046875,1.7400000095367432,12.979999542236328,1.704,-0.0360000095367432
2020-01-24,1167.5999755859375,1.680999994277954,14.5600004196167,1.704,0.0230000057220458
2020-01-27,1169.1500244140625,1.6050000190734863,18.229999542236328,1.704,0.0989999809265136
2020-01-28,1176.72998046875,1.6410000324249268,16.280000686645508,1.603,-0.0380000324249267
2020-01-29,1174.280029296875,1.593999981880188,16.389999389648438,1.582,-0.0119999818801879
2020-01-30,1178.0799560546875,1.5579999685287476,15.489999771118164,1.553,-0.0049999685287476
2020-01-31,1187.1199951171875,1.5199999809265137,18.84000015258789,1.558,0.0380000190734863
2020-02-03,1194.8699951171875,1.5199999809265137,17.969999313354492,1.547,0.0270000190734862
2020-02-04,1189.3599853515625,1.6030000448226929,16.049999237060547,1.628,0.024999955177307
2020-02-05,1182.47998046875,1.64900004863739,15.149999618530272,1.601,-0.0480000486373901
2020-02-06,1183.4599609375,1.6440000534057615,14.960000038146973,1.63,-0.0140000534057618
2020-02-07,1184.25,1.5779999494552612,15.470000267028809,1.601,0.0230000505447387
2020-02-10,1191.0899658203125,1.5470000505447388,15.039999961853027,1.603,0.0559999494552612
2020-02-11,1185.6300048828125,1.590000033378601,15.18000030517578,1.602,0.011999966621399
2020-02-12,1180.719970703125,1.6299999952316284,13.739999771118164,1.613,-0.0169999952316284
2020-02-13,1177.9599609375,1.6169999837875366,14.149999618530272,1.609,-0.0079999837875366
2020-02-14,1183.469970703125,1.5880000591278076,13.68000030517578,1.653,0.0649999408721924
2020-02-17,1182.1800537109375,1.5880000591278076,13.68000030517578,1.622,0.0339999408721924
2020-02-18,1183.81005859375,1.555999994277954,14.829999923706056,1.56,0.0040000057220459
2020-02-19,1189.9300537109375,1.5700000524520874,14.380000114440918,1.559,-0.0110000524520874
2020-02-20,1191.3699951171875,1.524999976158142,15.5600004196167,1.515,-0.0099999761581421
2020-02-21,1204.4000244140625,1.4709999561309814,17.079999923706055,1.443,-0.0279999561309813
2020-02-24,1205.77001953125,1.3769999742507937,25.030000686645508,1.416,0.0390000257492064
2020-02-25,1217.6500244140625,1.3300000429153442,27.850000381469727,1.429,0.0989999570846558
2020-02-26,1214.550048828125,1.309999942779541,27.559999465942383,1.395,0.085000057220459
2020-02-27,1211.3599853515625,1.2990000247955322,39.15999984741211,1.443,0.1439999752044678
2020-02-28,1211.31005859375,1.1269999742507937,40.11000061035156,1.333,0.2060000257492065
2020-03-02,1200.0999755859375,1.0880000591278076,33.41999816894531,1.372,0.2839999408721925
2020-03-03,1188.280029296875,1.0099999904632568,36.81999969482422,1.371,0.3610000095367431
2020-03-04,1186.3399658203125,0.9919999837875366,31.989999771118164,1.299,0.3070000162124633
