ticker,name,sector,sub_asset,w_conservative,signal_return,w_aggressive
157450,TIGER 단기통안채,rate_cash,금리연계형_초단기채권,0.11517521,0.0005447982,0
229200,KODEX 코스닥150,domestic_core,국내주식_지수,0.12168311,0.00063076284,0
423160,KODEX KOFR금리액티브(합성),rate_cash,금리연계형_초단기채권,0.13001142,0.0008166094,0
459580,KODEX CD금리액티브(합성),rate_cash,금리연계형_초단기채권,0.13001142,0.0009511398,0
69500,KODEX 200,domestic_core,국내주식_지수,0.12517701,0.0017479365,0
A157450,TIGER 단기통안채,sovereign_kr,금리연계형_초단기채권,0.124802046,0.00057670457,0
A305080,TIGER 미국채10년선물,sovereign_us,해외채권_종합,0.12168842,0.00021786315,0
A329750,TIGER 미국달러단기채권액티브,sovereign_us,해외채권_종합,0.1314514,0.0016719231,0
